url,WeekID,Week Position,Song_caller,Performer_caller,SongID_caller,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
http://www.billboard.com/charts/hot-100/1975-03-01,3/1/1975,43,Don't Take Your Love,The Manhattans,Don't Take Your LoveThe Manhattans,1,37,37,9,"['atl hip hop', 'pop rap', 'rap', 'trap']",4IO8X9W69dIQe0EC5ALXhq,Immortal,TRUE,254723,83,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,4
http://www.billboard.com/charts/hot-100/1975-03-08,3/8/1975,61,Don't Take Your Love,The Manhattans,Don't Take Your LoveThe Manhattans,1,43,37,10,"['pop', 'uk pop']",4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),FALSE,197866,90,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4
http://www.billboard.com/charts/hot-100/1992-04-25,4/25/1992,82,Don't Talk Just Kiss,Right Said Fred,Don't Talk Just KissRight Said Fred,1,88,82,2,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",5hslUAKq9I9CG2bAulFkHN,The Andy Williams Christmas Album,FALSE,151933,89,0.24,0.598,7,-8.435,1,0.037,0.766,0,0.117,0.776,202.082,3
http://www.billboard.com/charts/hot-100/1992-05-02,5/2/1992,81,Don't Talk Just Kiss,Right Said Fred,Don't Talk Just KissRight Said Fred,1,82,81,3,"['latin pop', 'puerto rican pop']",0oPdaY4dXtc3ZsaG17V972,Feliz Navidad,FALSE,182066,81,0.512,0.831,2,-9.004,1,0.0383,0.552,0,0.336,0.963,148.82,4
http://www.billboard.com/charts/hot-100/1992-05-09,5/9/1992,76,Don't Talk Just Kiss,Right Said Fred,Don't Talk Just KissRight Said Fred,1,81,76,4,"['contemporary country', 'country road']",7z3dPHwGxeK4fD6fYFDwiS,Experiment,FALSE,201730,70,0.67,0.661,3,-6.798,0,0.0466,0.704,0,0.217,0.425,119.985,4
http://www.billboard.com/charts/hot-100/1982-03-13,3/13/1982,36,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,57,36,2,"['adult standards', 'cowboy western', 'oklahoma country', 'traditional country', 'yodeling']",25leEEaz1gIpp7o21Fqyjo,Rudolph The Red Nosed Reindeer And Other Christmas Classics,FALSE,150266,78,0.834,0.372,1,-11.99,1,0.0358,0.799,0,0.275,0.976,96.628,4
http://www.billboard.com/charts/hot-100/1982-03-27,3/27/1982,14,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,24,14,4,"['baton rouge rap', 'trap']",6klLvorLoo1sxvZcjJIY8I,AI YoungBoy 2,TRUE,148629,84,0.876,0.733,10,-4.478,0,0.333,0.0208,0,0.0999,0.962,154.904,4
http://www.billboard.com/charts/hot-100/1982-04-17,4/17/1982,6,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,6,6,7,"['alternative r&b', 'pop']",1mpD5Q8IM32I4bF6eCpU74,Up All Night,FALSE,157220,88,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,4
http://www.billboard.com/charts/hot-100/1982-05-01,5/1/1982,5,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,5,5,9,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,Tip of My Tongue,FALSE,199413,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001,4
http://www.billboard.com/charts/hot-100/1982-05-08,5/8/1982,4,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,5,4,10,"['melodic rap', 'rap', 'trap']",6x0QNM6f0C2JEjK0hFF8Ca,Please Excuse Me For Being Antisocial,TRUE,175169,74,0.753,0.597,8,-8.469,1,0.292,0.0477,0,0.197,0.616,76.997,4
http://www.billboard.com/charts/hot-100/1982-06-19,6/19/1982,14,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,2,2,16,"['brostep', 'progressive electro house']",35rozLoS6QLE8HX8qswM3k,Joytime III,FALSE,237203,68,0.433,0.905,11,-2.171,1,0.101,0.00803,0,0.337,0.375,148.149,4
http://www.billboard.com/charts/hot-100/1982-07-17,7/17/1982,85,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,85,2,20,"['pop', 'pop rap', 'rap']",6dPyzkyZwoj9LqjQXOFdVv,Press,TRUE,143791,74,0.888,0.525,1,-5.665,1,0.305,0.029,5.68E-06,0.137,0.243,133.983,4
http://www.billboard.com/charts/hot-100/1982-07-24,7/24/1982,97,Don't Talk To Strangers,Rick Springfield,Don't Talk To StrangersRick Springfield,1,85,2,21,"['melodic rap', 'rap', 'trap']",4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),TRUE,176640,87,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,4
http://www.billboard.com/charts/hot-100/1965-10-23,10/23/1965,69,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,72,69,3,"['panamanian pop', 'reggaeton']",4bTZeO72FwMa6wKOiqoynL,Otro Trago (Remix),TRUE,287773,87,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14E-06,0.0602,0.763,175.988,4
http://www.billboard.com/charts/hot-100/1965-10-30,10/30/1965,68,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,69,68,4,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0BnTBAGmr9FtYwkZrwKhwS,Father Of Asahd,TRUE,221378,72,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,4
http://www.billboard.com/charts/hot-100/1965-11-27,11/27/1965,62,Don't Talk To Strangers,The Beau Brummels,Don't Talk To StrangersThe Beau Brummels,1,52,52,8,"['hip hop', 'pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",5bvnqVuq7UFl0txSlHpsfS,Loyal (feat. Drake),FALSE,197973,85,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,4
http://www.billboard.com/charts/hot-100/2001-02-24,2/24/2001,72,Don't Talk,Jon B,Don't TalkJon B,1,79,72,2,"['contemporary country', 'country', 'country road', 'modern country rock']",56eGOeSsqdg3FLxdo83TwV,Lee Brice,FALSE,198440,76,0.655,0.56,9,-6.857,1,0.0486,0.749,0,0.115,0.599,140.975,4
http://www.billboard.com/charts/hot-100/2001-03-03,3/3/2001,58,Don't Talk,Jon B,Don't TalkJon B,1,72,58,3,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",6igOR5QCn09zAVF2ikZjsV,So Much Fun,TRUE,184093,70,0.93,0.561,0,-8.053,1,0.25,0.101,0,0.0992,0.596,140.987,4
http://www.billboard.com/charts/hot-100/2001-03-10,3/10/2001,66,Don't Talk,Jon B,Don't TalkJon B,1,58,58,4,"['dance pop', 'pop', 'post-teen pop']",3yOlyBJuViE2YSGn3nVE1K,Romance,FALSE,170746,93,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29E-05,0.0887,0.383,105.046,4
http://www.billboard.com/charts/hot-100/2001-05-05,5/5/2001,95,Don't Talk,Jon B,Don't TalkJon B,1,91,58,12,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2IRZnDFmlqMuOrYOLnZZyc,Championships,TRUE,180522,86,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
http://www.billboard.com/charts/hot-100/1982-07-03,7/3/1982,81,Don't Talk,Larry Lee,Don't TalkLarry Lee,1,82,81,2,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5FDCDBFDKpf7TLzDx6r2Lp,Woptober II,TRUE,151481,75,0.883,0.635,0,-6.284,0,0.299,0.0307,0,0.114,0.542,129.042,4
http://www.billboard.com/charts/hot-100/2014-07-26,7/26/2014,71,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,78,71,3,"['baton rouge rap', 'trap']",0QVvkAOstRG26pVYN95CeL,AI YoungBoy 2,TRUE,163930,72,0.619,0.695,10,-4.005,0,0.206,0.336,0,0.0859,0.361,82.155,4
http://www.billboard.com/charts/hot-100/2014-08-09,8/9/2014,40,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,58,40,5,"['alternative r&b', 'pop', 'viral pop']",3xaugmCyXrVkrDTXbFkMW3,Sanctuary,FALSE,180018,81,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,4
http://www.billboard.com/charts/hot-100/2014-08-23,8/23/2014,26,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,30,26,7,"['pop', 'uk pop']",5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),FALSE,243266,75,0.565,0.242,2,-8.367,1,0.0318,0.762,9.30E-06,0.285,0.237,81.657,4
http://www.billboard.com/charts/hot-100/2014-09-06,9/6/2014,18,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,18,18,9,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",5qmq61DAAOUaW8AUo8xKhh,Cuz I Love You (Deluxe),TRUE,173325,89,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
http://www.billboard.com/charts/hot-100/2014-09-13,9/13/2014,17,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,18,17,10,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1Hd2XLitkt1PYCWSbfF5qV,Father Of Asahd,TRUE,202625,74,0.861,0.666,8,-5.18,0,0.343,0.00218,0,0.272,0.853,145.041,4
http://www.billboard.com/charts/hot-100/2014-09-27,9/27/2014,12,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,13,12,12,"['melodic rap', 'pop rap', 'rap', 'trap']",2xE16muNCmhZwSOv3i1d1H,Mood Swings,TRUE,156893,77,0.943,0.664,4,-5.952,0,0.106,0.235,5.84E-06,0.112,0.93,120.051,4
http://www.billboard.com/charts/hot-100/2014-10-04,10/4/2014,10,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,12,10,13,"['baton rouge rap', 'trap']",4vSoyDfL0uZyUoWu5NNNsQ,AI YoungBoy 2,TRUE,185865,80,0.82,0.697,6,-7.296,0,0.378,0.0349,0,0.197,0.629,154.992,4
http://www.billboard.com/charts/hot-100/2014-10-11,10/11/2014,9,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,10,9,14,"['baton rouge rap', 'trap']",3z2q4KZxGOotjB87arytei,Dirty Iyanna,TRUE,252311,72,0.808,0.841,0,-4.492,1,0.0342,0.0336,4.35E-05,0.129,0.482,131.98,4
http://www.billboard.com/charts/hot-100/2014-10-18,10/18/2014,7,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,9,7,15,"['alternative r&b', 'pop']",6zeeWid2sgw4lap2jV61PZ,Suncity,FALSE,229320,81,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
http://www.billboard.com/charts/hot-100/2014-10-25,10/25/2014,6,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,7,6,16,"['pop', 'uk pop']",543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),TRUE,206186,78,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,4
http://www.billboard.com/charts/hot-100/2014-11-15,11/15/2014,7,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,7,6,19,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",41mzryVlFLlz6b1BCtJAjx,So Much Fun,TRUE,209253,63,0.953,0.515,10,-8.546,1,0.0846,0.00389,0,0.11,0.351,138.039,4
http://www.billboard.com/charts/hot-100/2014-11-22,11/22/2014,10,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,7,6,20,['rap'],20MuVazoNMv6xjKPnRFOxG,ASTROWORLD,TRUE,231963,78,0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,4
http://www.billboard.com/charts/hot-100/2014-12-06,12/6/2014,22,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,15,6,22,"['baton rouge rap', 'trap']",5IdAcHb4cwtexqMlOojWhR,AI YoungBoy 2,TRUE,181436,73,0.643,0.77,5,-4.524,0,0.228,0.13,0,0.247,0.863,170.006,4
http://www.billboard.com/charts/hot-100/2014-12-20,12/20/2014,25,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,25,6,24,"['contemporary country', 'country pop']",3WBY2lhKzkxaG5bNscQrOG,Blue Roses,FALSE,206293,63,0.686,0.9,5,-4.406,1,0.0614,0.068,0,0.0985,0.962,155.963,4
http://www.billboard.com/charts/hot-100/2015-01-17,1/17/2015,30,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,28,6,28,['pop rap'],51Fjme0JiitpyXKuyQiCDo,Lalala,TRUE,160626,92,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4
http://www.billboard.com/charts/hot-100/2015-02-07,2/7/2015,47,Don't Tell 'Em,Jeremih Featuring YG,Don't Tell 'EmJeremih Featuring YG,1,39,6,31,"['contemporary country', 'country pop', 'country road', 'modern country rock']",49oBFP6ZHPtd6t33LFTD3E,Good Vibes,FALSE,165586,66,0.582,0.846,0,-2.771,1,0.0451,0.022,0,0.133,0.736,92.004,4
http://www.billboard.com/charts/hot-100/1975-04-12,4/12/1975,63,Don't Tell Me Goodnight,Lobo,Don't Tell Me GoodnightLobo,1,75,63,3,"['contemporary country', 'country road']",30RZAuEkYeDXvy46Iv6l7E,Experiment,FALSE,205400,75,0.701,0.5,8,-8.82,1,0.0303,0.46,0,0.234,0.409,97.028,4
http://www.billboard.com/charts/hot-100/1975-04-19,4/19/1975,50,Don't Tell Me Goodnight,Lobo,Don't Tell Me GoodnightLobo,1,63,50,4,"['dance pop', 'pop', 'post-teen pop']",4jAIqgrPjKLTY9Gbez25Qb,Fine Line,FALSE,172213,87,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4
http://www.billboard.com/charts/hot-100/1975-04-26,4/26/1975,40,Don't Tell Me Goodnight,Lobo,Don't Tell Me GoodnightLobo,1,50,40,5,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",7q0VdsXafFQIYfk3eZpwTq,Family Ties,TRUE,294774,67,0.511,0.719,5,-6.261,1,0.117,0.198,0,0.545,0.61,77.481,4
http://www.billboard.com/charts/hot-100/1975-05-10,5/10/1975,27,Don't Tell Me Goodnight,Lobo,Don't Tell Me GoodnightLobo,1,35,27,7,"['contemporary country', 'country', 'country road', 'oklahoma country']",3y8xKFhQWc8DARB3fuGMGA,Hell Right (feat. Trace Adkins),FALSE,207480,73,0.551,0.821,7,-6.16,1,0.0453,0.0915,4.03E-06,0.155,0.519,75.979,4
http://www.billboard.com/charts/hot-100/1975-05-17,5/17/1975,27,Don't Tell Me Goodnight,Lobo,Don't Tell Me GoodnightLobo,1,27,27,8,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",4S4Mfvv03M1cHgIOJcbUCL,In My Room,TRUE,133680,80,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4
http://www.billboard.com/charts/hot-100/1989-01-28,1/28/1989,40,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,52,40,3,"['dance pop', 'pop', 'post-teen pop']",2WyRfGeHo97VC5mP1BBSzr,SHE IS COMING,TRUE,219080,78,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,4
http://www.billboard.com/charts/hot-100/1989-02-04,2/4/1989,34,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,40,34,4,"['dance pop', 'pop', 'post-teen pop']",6SQLk9HSNketfgs2AyIiMs,Fine Line,FALSE,362653,83,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,3
http://www.billboard.com/charts/hot-100/1989-02-18,2/18/1989,24,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,29,24,6,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6XHVuErjQ4XNm6nDPVCxVX,Indigo,TRUE,260640,85,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4
http://www.billboard.com/charts/hot-100/1989-03-04,3/4/1989,16,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,19,16,8,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,TRUE,198912,91,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,4
http://www.billboard.com/charts/hot-100/1989-03-11,3/11/1989,12,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,16,12,9,"['pop', 'uk pop']",0AtP8EkGPn6SwxKDaUuXec,No.6 Collaborations Project,TRUE,207760,78,0.852,0.666,11,-6.923,0,0.184,0.135,0,0.798,0.726,91.046,4
http://www.billboard.com/charts/hot-100/1989-04-08,4/8/1989,44,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,22,10,13,"['contemporary country', 'country', 'country road']",3yHTTHbT058Ow0favhZO38,Rearview Town,FALSE,184173,65,0.526,0.85,10,-4.47,0,0.0313,0.023,0,0.0948,0.338,141.973,4
http://www.billboard.com/charts/hot-100/1989-04-15,4/15/1989,57,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,44,10,14,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",643PW82aBMUa1FiWi5VQY7,Babushka Boi,TRUE,187105,78,0.897,0.743,10,-5.446,0,0.222,0.304,4.44E-05,0.137,0.905,134.979,4
http://www.billboard.com/charts/hot-100/1989-04-22,4/22/1989,70,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,57,10,15,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),TRUE,163804,84,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,4
http://www.billboard.com/charts/hot-100/1989-04-29,4/29/1989,91,Don't Tell Me Lies,Breathe,Don't Tell Me LiesBreathe,1,70,10,16,"['pop', 'uk pop']",3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),FALSE,219946,90,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4
http://www.billboard.com/charts/hot-100/1987-12-05,12/5/1987,82,Don't Tell Me The Time,Martha Davis,Don't Tell Me The TimeMartha Davis,1,83,82,3,"['melodic rap', 'rap', 'trap']",5ravc2aiNoYmu9m37diYXW,Start Wit Me (feat. Gunna),TRUE,158691,81,0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,4
http://www.billboard.com/charts/hot-100/1987-12-12,12/12/1987,80,Don't Tell Me The Time,Martha Davis,Don't Tell Me The TimeMartha Davis,1,82,80,4,['cali rap'],3AEgic4yp82NxMWUjHtxnO,Uno,TRUE,109090,76,0.978,0.477,8,-8.159,1,0.155,0.000143,0,0.133,0.196,110.002,4
http://www.billboard.com/charts/hot-100/1988-01-09,1/9/1988,100,Don't Tell Me The Time,Martha Davis,Don't Tell Me The TimeMartha Davis,1,99,80,8,"['houston rap', 'pop', 'pop rap', 'trap queen']",5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),TRUE,199427,80,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96E-06,0.214,0.57,98.985,4
http://www.billboard.com/charts/hot-100/1983-01-22,1/22/1983,72,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,86,72,2,"['baton rouge rap', 'trap']",6vWzkhoAp1SF4PEJ0iLKYQ,AI YoungBoy 2,TRUE,192012,69,0.732,0.683,7,-6.477,1,0.29,0.0567,0,0.149,0.583,160.002,4
http://www.billboard.com/charts/hot-100/1983-02-12,2/12/1983,46,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,52,46,5,"['country rap', 'lgbtq+ hip hop', 'pop rap']",6fTt0CH2t0mdeB2N9XFG5r,7 EP,FALSE,114893,85,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
http://www.billboard.com/charts/hot-100/1983-02-26,2/26/1983,40,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,43,40,7,"['contemporary country', 'country', 'country road', 'modern country rock']",5OBtr92M0xsvOGqpnz3LzW,Ridin' Roads,FALSE,205426,74,0.547,0.817,9,-4.255,1,0.0448,0.0986,0,0.136,0.592,142.118,4
http://www.billboard.com/charts/hot-100/1983-03-19,3/19/1983,86,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,40,40,10,"['baton rouge rap', 'trap']",6xqZi5JTTk6XIMLvy7w5JJ,AI YoungBoy 2,TRUE,217659,73,0.584,0.688,6,-4.427,0,0.431,0.294,0,0.097,0.628,94.971,5
http://www.billboard.com/charts/hot-100/2004-04-24,4/24/2004,54,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,58,54,4,"['contemporary country', 'pop', 'texas country']",3y5B5ebFMzEEFqCPOesAXR,GIRL,FALSE,250653,71,0.44,0.793,6,-3.95,1,0.0502,0.0677,0,0.0788,0.447,143.599,4
http://www.billboard.com/charts/hot-100/2004-05-08,5/8/2004,45,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,51,45,6,['new wave pop'],6wn2nmFn3wDuiMldRiuRuL,Twenty Five,FALSE,267160,88,0.757,0.618,11,-7.964,0,0.0282,0.262,0,0.221,0.861,106.856,4
http://www.billboard.com/charts/hot-100/2004-05-22,5/22/2004,39,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,44,39,8,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2INhKpUdzh7v0j041gZNsz,DHL,TRUE,268893,76,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,4
http://www.billboard.com/charts/hot-100/2004-06-12,6/12/2004,25,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,28,25,11,"['contemporary country', 'country', 'country road', 'modern country rock']",52MNypbTWiwybwzhXvsPk5,All of It,FALSE,204720,68,0.542,0.797,9,-4.45,0,0.0379,0.00111,0,0.0906,0.593,113.95,4
http://www.billboard.com/charts/hot-100/2004-07-03,7/3/2004,26,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,22,22,14,"['melodic rap', 'rap', 'trap']",0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me For Being Antisocial,TRUE,196652,93,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
http://www.billboard.com/charts/hot-100/2004-07-17,7/17/2004,34,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,26,22,16,['memphis hip hop'],67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface,TRUE,176631,81,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4
http://www.billboard.com/charts/hot-100/2004-07-24,7/24/2004,40,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,34,22,17,"['hawaiian hip hop', 'pop', 'rap']",2Xo3rLHjXfdb4avN68aQyi,BEST ON EARTH (feat. BIA),TRUE,160720,82,0.568,0.764,5,-3.465,0,0.255,0.217,0,0.0931,0.625,179.985,4
http://www.billboard.com/charts/hot-100/2004-07-31,7/31/2004,51,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,40,22,18,"['alternative r&b', 'pop', 'viral pop']",0rKtyWc8bvkriBthvHKY8d,BALLADS 1,TRUE,209273,86,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
http://www.billboard.com/charts/hot-100/2004-08-07,8/7/2004,58,Don't Tell Me,Avril Lavigne,Don't Tell MeAvril Lavigne,1,51,22,19,"['houston rap', 'pop', 'pop rap', 'trap queen']",3YEbLhXRDPTtctnb3ddg8g,Tina Snow,TRUE,214850,73,0.799,0.699,2,-7.694,1,0.204,0.00867,0,0.132,0.627,142.979,4
http://www.billboard.com/charts/hot-100/2000-12-16,12/16/2000,54,Don't Tell Me,Madonna,Don't Tell MeMadonna,1,78,54,2,"['baroque pop', 'emo', 'modern rock']",22oEJW6r2rMb9z4IntfyEa,Pray for the Wicked,FALSE,169666,79,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,4
http://www.billboard.com/charts/hot-100/2001-01-06,1/6/2001,26,Don't Tell Me,Madonna,Don't Tell MeMadonna,1,30,26,5,"['cali rap', 'pop', 'pop rap', 'trap queen']",5KBARWIxeMGkvUax9VtVC9,ICY,TRUE,126446,81,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4
http://www.billboard.com/charts/hot-100/2001-01-20,1/20/2001,19,Don't Tell Me,Madonna,Don't Tell MeMadonna,1,22,19,7,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4U6ubKsTd8RBDP5tPPhh7I,Father Of Asahd,TRUE,275275,67,0.479,0.63,7,-5.628,0,0.133,0.0314,0,0.073,0.227,117.988,5
http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,11,Coming Home Soldier,Bobby Vinton,Coming Home SoldierBobby Vinton,1,17,11,8,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",43CFDpciGFDm226POTLEXU,Brett Eldredge,FALSE,211720,68,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62E-06,0.0732,0.421,173.995,4
http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,11,Pop Muzik,M,Pop MuzikM,1,17,11,8,"['k-hop', 'k-pop']",6wyr4ReB05D9sJB1Rsmcqo,Chicken Noodle Soup (feat. Becky G),FALSE,235497,76,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09E-05,0.294,0.168,97.053,4
http://www.billboard.com/charts/hot-100/1987-10-03,10/3/1987,11,Casanova,Levert,CasanovaLevert,1,17,11,8,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",25sgk305KZfyuqVBQIahim,Sweet but Psycho,FALSE,187436,88,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4
